task_id,date,rater,correct_answer_3,correct_answer_5,rater_answer_3,rater_answer_5,rater_correct_3,rater_correct_5
4996,04/10/2005,E,High,Bad,Low,Exceptional,False,False
6118,14/10/2005,E,High,Bad,Low,Okay,False,False
5066,07/10/2005,E,Average,Exceptional,High,Exceptional,False,True
7478,22/10/2005,A,Average,Okay,High,Great,False,False
9604,04/10/2005,C,Average,Intermediate,Low,Great,False,False
9018,24/10/2005,A,High,Exceptional,Average,Okay,False,False
9408,18/10/2005,E,Low,Exceptional,Low,Okay,True,False
6696,01/10/2005,B,Low,Great,Low,Great,True,True
3342,06/10/2005,C,Average,Exceptional,Average,Great,True,False
1747,18/10/2005,E,High,Great,Average,Okay,False,False
5472,15/10/2005,C,High,Bad,Low,Bad,False,True
7608,27/10/2005,A,Low,Great,Low,Exceptional,True,False
6630,07/10/2005,A,High,Intermediate,Low,Bad,False,False
6574,06/10/2005,C,High,Okay,High,Great,True,False
6174,30/10/2005,D,Low,Exceptional,Low,Great,True,False
1055,08/10/2005,C,High,Exceptional,High,Great,True,False
3874,20/10/2005,A,Average,Okay,Average,Okay,True,True
2134,21/10/2005,E,Average,Okay,High,Bad,False,False
5346,30/10/2005,C,Low,Intermediate,Low,Intermediate,True,True
257,01/10/2005,A,Average,Intermediate,Average,Great,True,False
9175,19/10/2005,B,Low,Bad,High,Okay,False,False
1941,13/10/2005,D,Average,Exceptional,High,Exceptional,False,True
5719,28/10/2005,C,High,Intermediate,Low,Great,False,False
1753,15/10/2005,B,High,Bad,High,Okay,True,False
4760,02/10/2005,E,High,Exceptional,Low,Intermediate,False,False
6678,05/10/2005,B,High,Exceptional,Low,Exceptional,False,True
6388,18/10/2005,C,Average,Bad,Low,Exceptional,False,False
3627,10/10/2005,E,High,Bad,High,Bad,True,True
9451,17/10/2005,D,Average,Exceptional,High,Bad,False,False
999,05/10/2005,E,Average,Bad,Low,Bad,False,True
8843,05/10/2005,C,Average,Okay,Low,Great,False,False
6040,22/10/2005,C,Low,Bad,High,Bad,False,True
1492,26/10/2005,C,High,Okay,Low,Bad,False,False
1362,03/10/2005,E,Average,Bad,High,Exceptional,False,False
2356,07/10/2005,E,Low,Great,Average,Great,False,True
3271,28/10/2005,D,Average,Okay,Average,Bad,True,False
8769,26/10/2005,B,High,Great,Low,Great,False,True
3822,14/10/2005,E,Average,Okay,Low,Intermediate,False,False
9871,16/10/2005,E,Low,Exceptional,High,Great,False,False
2577,01/10/2005,D,High,Intermediate,Low,Great,False,False
3331,20/10/2005,A,High,Bad,High,Okay,True,False
9806,17/10/2005,C,Average,Okay,High,Great,False,False
8962,01/10/2005,D,High,Exceptional,Average,Intermediate,False,False
8887,22/10/2005,C,Average,Intermediate,High,Okay,False,False
319,14/10/2005,A,Low,Bad,Low,Intermediate,True,False
1075,02/10/2005,E,High,Bad,High,Exceptional,True,False
5532,14/10/2005,E,High,Intermediate,High,Exceptional,True,False
8301,19/10/2005,B,Low,Bad,High,Intermediate,False,False
7389,03/10/2005,B,Average,Intermediate,High,Okay,False,False
7461,02/10/2005,C,Low,Great,Low,Okay,True,False
7531,18/10/2005,B,Low,Intermediate,Average,Exceptional,False,False
9594,07/10/2005,E,Low,Bad,Low,Bad,True,True
2750,23/10/2005,C,Average,Okay,High,Great,False,False
7797,13/10/2005,A,High,Bad,Average,Okay,False,False
1480,07/10/2005,B,Average,Exceptional,Average,Okay,True,False
9996,17/10/2005,A,Low,Okay,Average,Great,False,False
8907,29/10/2005,E,Average,Exceptional,Low,Intermediate,False,False
5393,12/10/2005,B,High,Okay,Low,Okay,False,True
8611,14/10/2005,B,Low,Bad,Low,Okay,True,False
8976,23/10/2005,C,Low,Exceptional,Average,Bad,False,False
4303,19/10/2005,D,High,Great,Average,Intermediate,False,False
7058,14/10/2005,D,High,Intermediate,Low,Exceptional,False,False
4518,26/10/2005,B,Low,Great,Low,Exceptional,True,False
5484,28/10/2005,D,Average,Great,Average,Bad,True,False
8988,15/10/2005,A,High,Intermediate,Average,Bad,False,False
6029,03/10/2005,D,Average,Bad,Average,Bad,True,True
6081,02/10/2005,D,High,Okay,Average,Great,False,False
4706,21/10/2005,D,Average,Bad,High,Exceptional,False,False
4259,01/10/2005,A,High,Okay,Low,Okay,False,True
9614,12/10/2005,D,High,Okay,High,Intermediate,True,False
6071,25/10/2005,C,Average,Great,Low,Intermediate,False,False
3265,14/10/2005,D,Low,Bad,High,Bad,False,True
9741,07/10/2005,A,Low,Intermediate,Low,Bad,True,False
9826,15/10/2005,E,High,Intermediate,Average,Great,False,False
8651,03/10/2005,C,High,Exceptional,High,Bad,True,False
5240,05/10/2005,E,High,Okay,Average,Bad,False,False
8072,09/10/2005,D,Average,Great,Low,Bad,False,False
4182,20/10/2005,C,Low,Okay,High,Bad,False,False
6494,05/10/2005,D,High,Exceptional,Average,Okay,False,False
468,06/10/2005,C,High,Exceptional,Average,Exceptional,False,True
9836,15/10/2005,E,Low,Exceptional,Low,Exceptional,True,True
676,21/10/2005,B,Low,Okay,Average,Great,False,False
31,10/10/2005,C,Average,Intermediate,Low,Exceptional,False,False
4891,19/10/2005,E,Average,Okay,Average,Okay,True,True
4100,26/10/2005,D,Average,Bad,Average,Intermediate,True,False
2677,16/10/2005,D,Low,Okay,Average,Okay,False,True
80,06/10/2005,B,Low,Great,High,Bad,False,False
3550,06/10/2005,C,Average,Great,Low,Intermediate,False,False
2333,30/10/2005,C,High,Great,Average,Okay,False,False
2976,11/10/2005,C,Low,Okay,Average,Exceptional,False,False
1022,20/10/2005,E,Low,Great,Low,Exceptional,True,False
3915,23/10/2005,A,Low,Bad,High,Exceptional,False,False
6445,03/10/2005,A,High,Bad,Low,Intermediate,False,False
1599,25/10/2005,D,Average,Exceptional,High,Exceptional,False,True
712,18/10/2005,E,Average,Great,Low,Great,False,True
2914,07/10/2005,C,Average,Bad,Average,Okay,True,False
3059,01/10/2005,A,Low,Bad,Low,Great,True,False
7497,14/10/2005,A,Low,Intermediate,High,Okay,False,False
5825,21/10/2005,E,Average,Okay,High,Okay,False,True
2436,17/10/2005,B,High,Great,High,Bad,True,False
639,08/10/2005,E,Low,Bad,Average,Okay,False,False
3633,30/10/2005,D,High,Great,Average,Okay,False,False
1712,20/10/2005,A,Low,Bad,Average,Great,False,False
3960,04/10/2005,C,Low,Intermediate,High,Intermediate,False,True
4540,11/10/2005,C,Low,Great,Average,Bad,False,False
2588,16/10/2005,E,Low,Bad,High,Great,False,False
6430,11/10/2005,A,Low,Intermediate,Low,Okay,True,False
8119,27/10/2005,D,High,Intermediate,High,Exceptional,True,False
4681,08/10/2005,A,Average,Exceptional,Low,Bad,False,False
5114,27/10/2005,C,High,Great,Low,Great,False,True
3028,21/10/2005,B,High,Exceptional,High,Great,True,False
4094,14/10/2005,D,Average,Okay,Low,Intermediate,False,False
400,10/10/2005,D,Average,Intermediate,High,Bad,False,False
3806,25/10/2005,C,Low,Bad,High,Okay,False,False
5349,11/10/2005,E,High,Exceptional,High,Intermediate,True,False
7049,23/10/2005,A,Average,Okay,Average,Intermediate,True,False
6448,06/10/2005,C,Low,Bad,High,Intermediate,False,False
7607,20/10/2005,A,Low,Exceptional,Average,Okay,False,False
7114,14/10/2005,B,Low,Intermediate,Low,Intermediate,True,True
8422,08/10/2005,D,High,Exceptional,Low,Bad,False,False
7831,17/10/2005,B,High,Okay,High,Intermediate,True,False
7045,23/10/2005,B,High,Okay,Average,Okay,False,True
6318,16/10/2005,B,Average,Bad,Low,Exceptional,False,False
2805,21/10/2005,E,Low,Exceptional,High,Intermediate,False,False
8987,28/10/2005,E,Low,Great,Low,Intermediate,True,False
2644,11/10/2005,E,Low,Intermediate,High,Okay,False,False
3306,21/10/2005,B,Average,Great,Average,Okay,True,False
9538,21/10/2005,A,Average,Great,Low,Great,False,True
4520,10/10/2005,C,Average,Okay,Average,Intermediate,True,False
7327,18/10/2005,A,High,Intermediate,Average,Great,False,False
3887,14/10/2005,D,Low,Intermediate,High,Great,False,False
3657,09/10/2005,A,Average,Intermediate,High,Great,False,False
552,07/10/2005,A,High,Great,High,Okay,True,False
7532,18/10/2005,C,Average,Intermediate,Average,Exceptional,True,False
8323,27/10/2005,D,Low,Bad,High,Okay,False,False
534,04/10/2005,A,Low,Great,Average,Exceptional,False,False
6146,03/10/2005,B,Low,Intermediate,Low,Okay,True,False
8975,08/10/2005,D,Low,Okay,Average,Bad,False,False
5033,13/10/2005,A,Low,Okay,Average,Intermediate,False,False
5823,05/10/2005,D,Average,Great,High,Exceptional,False,False
2018,27/10/2005,A,Low,Intermediate,Average,Great,False,False
4163,10/10/2005,D,Low,Bad,High,Okay,False,False
2929,06/10/2005,B,Average,Bad,Average,Okay,True,False
7036,10/10/2005,A,Average,Bad,High,Exceptional,False,False
6583,19/10/2005,C,High,Exceptional,High,Exceptional,True,True
6209,15/10/2005,C,Average,Intermediate,Average,Exceptional,True,False
1250,13/10/2005,C,High,Bad,High,Bad,True,True
4949,13/10/2005,D,Low,Exceptional,Low,Okay,True,False
9030,09/10/2005,A,Average,Intermediate,Low,Intermediate,False,True
7463,19/10/2005,E,High,Intermediate,Low,Bad,False,False
6956,29/10/2005,E,Low,Exceptional,Low,Bad,True,False
3362,11/10/2005,D,High,Bad,High,Bad,True,True
5081,21/10/2005,E,Low,Intermediate,Low,Okay,True,False
495,12/10/2005,E,Low,Intermediate,Average,Bad,False,False
9842,25/10/2005,E,Low,Okay,High,Intermediate,False,False
7281,29/10/2005,D,Average,Great,High,Great,False,True
2984,05/10/2005,D,Low,Great,High,Okay,False,False
7121,17/10/2005,A,High,Exceptional,Low,Bad,False,False
6395,16/10/2005,B,Average,Intermediate,High,Intermediate,False,True
6560,12/10/2005,E,Low,Great,High,Intermediate,False,False
6949,19/10/2005,D,Average,Exceptional,Low,Bad,False,False
4907,04/10/2005,A,Low,Okay,High,Intermediate,False,False
6123,30/10/2005,B,Average,Great,Low,Great,False,True
9689,06/10/2005,B,High,Exceptional,Low,Great,False,False
1828,16/10/2005,A,Average,Exceptional,High,Okay,False,False
4291,06/10/2005,D,Average,Intermediate,Low,Exceptional,False,False
5663,15/10/2005,D,High,Bad,Low,Exceptional,False,False
103,23/10/2005,E,Low,Great,Low,Bad,True,False
2314,11/10/2005,A,High,Exceptional,Average,Intermediate,False,False
4514,24/10/2005,C,Average,Exceptional,Low,Intermediate,False,False
4494,12/10/2005,A,High,Great,Low,Okay,False,False
8327,05/10/2005,D,Low,Bad,Average,Okay,False,False
2262,03/10/2005,A,High,Okay,High,Great,True,False
5821,01/10/2005,C,Average,Okay,High,Great,False,False
1100,22/10/2005,D,Average,Bad,High,Bad,False,True
7525,11/10/2005,A,Low,Great,Low,Okay,True,False
2842,19/10/2005,D,Low,Exceptional,High,Okay,False,False
2205,28/10/2005,E,Low,Exceptional,Average,Bad,False,False
5365,22/10/2005,B,Low,Bad,Low,Great,True,False
391,24/10/2005,C,Average,Bad,Average,Great,True,False
943,12/10/2005,A,Low,Bad,Average,Intermediate,False,False
8904,15/10/2005,D,High,Intermediate,Low,Great,False,False
3250,29/10/2005,C,Low,Exceptional,Low,Great,True,False
50,22/10/2005,B,High,Intermediate,Average,Intermediate,False,True
6617,25/10/2005,E,High,Okay,High,Okay,True,True
716,16/10/2005,A,Low,Bad,High,Bad,False,True
3056,11/10/2005,A,High,Bad,High,Okay,True,False
7350,14/10/2005,C,Low,Exceptional,High,Exceptional,False,True
808,02/10/2005,D,Average,Great,Average,Great,True,True
7892,21/10/2005,B,Low,Exceptional,Low,Great,True,False
946,21/10/2005,D,Average,Great,Low,Exceptional,False,False
2102,24/10/2005,A,High,Intermediate,High,Exceptional,True,False
2619,10/10/2005,C,High,Great,Average,Intermediate,False,False
9597,12/10/2005,D,Average,Bad,Average,Exceptional,True,False
1448,04/10/2005,A,Low,Great,Low,Okay,True,False
961,11/10/2005,D,Low,Intermediate,Average,Exceptional,False,False
1751,28/10/2005,A,Average,Okay,Average,Exceptional,True,False
2972,02/10/2005,D,Average,Intermediate,Average,Great,True,False
2822,03/10/2005,C,Average,Great,Average,Okay,True,False
8969,15/10/2005,C,High,Great,High,Intermediate,True,False
830,30/10/2005,B,Average,Okay,Average,Exceptional,True,False
312,06/10/2005,C,Low,Intermediate,Average,Bad,False,False
416,13/10/2005,A,Low,Exceptional,Low,Okay,True,False
6501,15/10/2005,C,Average,Okay,Average,Exceptional,True,False
1892,12/10/2005,A,Low,Okay,Average,Great,False,False
8010,13/10/2005,E,High,Great,High,Exceptional,True,False
1500,18/10/2005,D,Average,Bad,Average,Intermediate,True,False
7625,13/10/2005,C,Low,Intermediate,Average,Exceptional,False,False
1147,20/10/2005,A,High,Great,Low,Great,False,True
9629,04/10/2005,C,High,Bad,Average,Intermediate,False,False
8284,29/10/2005,A,Low,Okay,High,Exceptional,False,False
1292,25/10/2005,C,Low,Intermediate,Low,Great,True,False
5657,06/10/2005,B,Low,Bad,Average,Intermediate,False,False
4700,17/10/2005,C,Average,Bad,Low,Great,False,False
3578,11/10/2005,A,High,Great,Average,Bad,False,False
9555,04/10/2005,B,Average,Great,Average,Okay,True,False
6097,25/10/2005,C,Average,Exceptional,Average,Great,True,False
6402,23/10/2005,A,Average,Okay,Average,Bad,True,False
1696,09/10/2005,B,High,Exceptional,Low,Bad,False,False
539,09/10/2005,E,High,Intermediate,Average,Great,False,False
1181,17/10/2005,D,Low,Okay,Low,Intermediate,True,False
128,02/10/2005,C,Average,Great,Average,Exceptional,True,False
4142,12/10/2005,B,Average,Intermediate,High,Bad,False,False
2881,16/10/2005,C,Low,Exceptional,High,Bad,False,False
9008,18/10/2005,B,Average,Exceptional,Average,Okay,True,False
1523,23/10/2005,C,Average,Bad,Low,Intermediate,False,False
6219,09/10/2005,A,Low,Intermediate,Average,Exceptional,False,False
9719,03/10/2005,D,Low,Great,Low,Okay,True,False
8049,04/10/2005,D,High,Exceptional,Average,Exceptional,False,True
6481,07/10/2005,E,Average,Intermediate,High,Okay,False,False
9932,22/10/2005,C,Low,Great,High,Okay,False,False
2347,29/10/2005,D,Low,Bad,High,Exceptional,False,False
4509,30/10/2005,C,Low,Bad,Average,Great,False,False
1398,05/10/2005,D,High,Intermediate,Low,Okay,False,False
7464,01/10/2005,A,Average,Okay,High,Great,False,False
1861,17/10/2005,A,Average,Bad,High,Great,False,False
2519,22/10/2005,C,Low,Great,Low,Exceptional,True,False
1385,18/10/2005,B,High,Bad,Average,Okay,False,False
3818,09/10/2005,B,Low,Okay,Low,Intermediate,True,False
6325,03/10/2005,A,Low,Bad,High,Bad,False,True
6327,15/10/2005,B,High,Great,Low,Exceptional,False,False
8932,12/10/2005,C,Low,Intermediate,Average,Great,False,False
3193,29/10/2005,D,Low,Bad,Average,Intermediate,False,False
3731,19/10/2005,D,Low,Okay,Low,Exceptional,True,False
7056,22/10/2005,D,Low,Great,High,Great,False,True
6851,09/10/2005,E,High,Intermediate,Average,Intermediate,False,True
8974,04/10/2005,E,High,Okay,High,Bad,True,False
9442,17/10/2005,C,Average,Intermediate,Average,Bad,True,False
1211,29/10/2005,A,Low,Okay,Low,Great,True,False
5384,24/10/2005,C,Average,Bad,Low,Exceptional,False,False
9503,08/10/2005,E,Average,Bad,Low,Exceptional,False,False
5645,13/10/2005,C,Low,Great,High,Okay,False,False
1430,02/10/2005,B,Low,Bad,Low,Exceptional,True,False
9056,09/10/2005,D,High,Okay,Low,Okay,False,True
8321,06/10/2005,B,High,Bad,High,Intermediate,True,False
3194,25/10/2005,D,Average,Okay,High,Bad,False,False
8523,11/10/2005,D,High,Bad,High,Okay,True,False
6753,16/10/2005,D,High,Exceptional,High,Intermediate,True,False
5709,04/10/2005,E,Average,Intermediate,High,Okay,False,False
7813,13/10/2005,B,Low,Exceptional,Average,Exceptional,False,True
9441,13/10/2005,A,High,Intermediate,Low,Great,False,False
4499,05/10/2005,E,Low,Bad,Low,Exceptional,True,False
152,26/10/2005,E,Average,Okay,Average,Exceptional,True,False
5530,25/10/2005,C,High,Bad,High,Great,True,False
9181,28/10/2005,E,Low,Intermediate,Low,Bad,True,False
604,28/10/2005,E,High,Great,Average,Intermediate,False,False
4860,29/10/2005,D,Low,Exceptional,Low,Intermediate,True,False
3936,27/10/2005,D,Low,Exceptional,Average,Okay,False,False
886,23/10/2005,E,High,Intermediate,Low,Exceptional,False,False
6290,28/10/2005,D,Average,Exceptional,Low,Intermediate,False,False
9199,11/10/2005,C,Average,Exceptional,High,Intermediate,False,False
4615,07/10/2005,B,Low,Exceptional,Low,Great,True,False
6607,05/10/2005,A,Low,Great,Average,Intermediate,False,False
7703,29/10/2005,A,Average,Exceptional,High,Exceptional,False,True
2105,22/10/2005,A,Average,Intermediate,High,Great,False,False
8982,09/10/2005,E,High,Bad,Low,Okay,False,False
2979,09/10/2005,C,Average,Bad,High,Okay,False,False
9777,06/10/2005,C,High,Okay,High,Intermediate,True,False
2836,21/10/2005,A,High,Exceptional,Average,Okay,False,False
905,03/10/2005,B,Average,Okay,Low,Intermediate,False,False
7117,29/10/2005,A,Average,Great,Low,Okay,False,False
4129,07/10/2005,A,Average,Okay,High,Bad,False,False
2320,18/10/2005,D,High,Bad,Low,Exceptional,False,False
7060,14/10/2005,B,High,Bad,Low,Bad,False,True
5970,15/10/2005,C,Low,Bad,Average,Bad,False,True
9666,14/10/2005,E,High,Great,High,Bad,True,False
5554,29/10/2005,B,Low,Okay,High,Okay,False,True
1069,23/10/2005,A,Average,Exceptional,Average,Bad,True,False
5841,27/10/2005,B,Average,Okay,High,Intermediate,False,False
5741,27/10/2005,C,Low,Okay,High,Bad,False,False
4808,02/10/2005,E,Low,Intermediate,High,Exceptional,False,False
8520,11/10/2005,E,Average,Exceptional,Average,Great,True,False
5399,22/10/2005,E,Average,Intermediate,High,Intermediate,False,True
750,20/10/2005,C,High,Great,Average,Intermediate,False,False
2051,29/10/2005,D,Low,Bad,Low,Okay,True,False
748,17/10/2005,C,High,Bad,Low,Okay,False,False
1944,16/10/2005,B,Low,Okay,High,Okay,False,True
3508,07/10/2005,B,Low,Great,High,Exceptional,False,False
3481,12/10/2005,E,Low,Okay,Average,Okay,False,True
7196,16/10/2005,B,Low,Exceptional,Low,Intermediate,True,False
4985,23/10/2005,E,Average,Okay,Average,Intermediate,True,False
7678,08/10/2005,B,Average,Great,Average,Exceptional,True,False
3083,16/10/2005,B,Low,Intermediate,High,Intermediate,False,True
1852,12/10/2005,A,Average,Intermediate,Average,Exceptional,True,False
3955,08/10/2005,D,Average,Great,Low,Great,False,True
4369,11/10/2005,A,Low,Great,Low,Bad,True,False
4091,07/10/2005,B,Low,Okay,Average,Great,False,False
6504,03/10/2005,E,Average,Exceptional,High,Intermediate,False,False
8465,29/10/2005,B,Low,Bad,Low,Intermediate,True,False
7970,12/10/2005,D,Average,Bad,Low,Bad,False,True
4677,30/10/2005,C,Low,Bad,Average,Intermediate,False,False
3668,17/10/2005,A,Low,Exceptional,High,Great,False,False
5978,20/10/2005,D,Average,Exceptional,Average,Okay,True,False
7100,18/10/2005,E,High,Great,High,Bad,True,False
4037,20/10/2005,C,Average,Intermediate,Average,Intermediate,True,True
3514,04/10/2005,E,Low,Bad,High,Okay,False,False
8800,09/10/2005,C,Average,Exceptional,Average,Great,True,False
9720,21/10/2005,B,Low,Great,High,Exceptional,False,False
324,17/10/2005,A,Low,Bad,Low,Bad,True,True
1115,18/10/2005,D,High,Exceptional,High,Intermediate,True,False
8236,08/10/2005,E,Average,Intermediate,Average,Great,True,False
5919,24/10/2005,E,Average,Intermediate,Average,Exceptional,True,False
2875,22/10/2005,C,Low,Okay,High,Intermediate,False,False
3487,05/10/2005,D,Average,Bad,Average,Intermediate,True,False
9407,15/10/2005,D,High,Okay,Average,Intermediate,False,False
8453,12/10/2005,D,Average,Bad,Average,Okay,True,False
2862,21/10/2005,C,High,Okay,Average,Okay,False,True
6269,02/10/2005,D,Average,Okay,Low,Bad,False,False
2129,08/10/2005,E,Average,Great,Average,Bad,True,False
879,10/10/2005,B,Low,Okay,Low,Intermediate,True,False
865,25/10/2005,B,Average,Exceptional,High,Intermediate,False,False
4141,05/10/2005,D,Low,Bad,Average,Exceptional,False,False
754,08/10/2005,A,Low,Okay,High,Intermediate,False,False
6122,04/10/2005,D,Low,Exceptional,Low,Bad,True,False
3214,04/10/2005,B,Low,Bad,Low,Okay,True,False
1217,06/10/2005,C,Average,Okay,High,Great,False,False
7237,19/10/2005,D,Average,Bad,Average,Bad,True,True
8471,09/10/2005,D,High,Great,High,Bad,True,False
4687,21/10/2005,D,Average,Intermediate,High,Great,False,False
9212,17/10/2005,E,Average,Exceptional,High,Intermediate,False,False
660,19/10/2005,E,Low,Intermediate,Low,Great,True,False
135,21/10/2005,E,High,Exceptional,High,Exceptional,True,True
1958,10/10/2005,C,Low,Great,Average,Okay,False,False
4165,08/10/2005,B,Low,Intermediate,Average,Intermediate,False,True
1761,17/10/2005,C,Low,Bad,Average,Bad,False,True
9444,29/10/2005,E,High,Exceptional,High,Exceptional,True,True
12,01/10/2005,A,Low,Exceptional,Average,Okay,False,False
1750,02/10/2005,B,Low,Intermediate,Average,Great,False,False
4069,16/10/2005,C,Low,Okay,Low,Exceptional,True,False
9314,29/10/2005,B,Low,Intermediate,High,Okay,False,False
6197,12/10/2005,B,Average,Okay,Low,Bad,False,False
7556,02/10/2005,D,Low,Great,High,Okay,False,False
165,21/10/2005,C,High,Okay,Low,Bad,False,False
4105,01/10/2005,E,High,Great,Average,Exceptional,False,False
2714,24/10/2005,D,High,Bad,High,Intermediate,True,False
3154,03/10/2005,D,Low,Great,Low,Exceptional,True,False
6399,22/10/2005,A,Average,Exceptional,High,Exceptional,False,True
2252,25/10/2005,D,High,Great,Low,Bad,False,False
8079,07/10/2005,C,High,Okay,Average,Exceptional,False,False
9661,02/10/2005,E,High,Okay,Average,Great,False,False
4970,21/10/2005,B,Low,Bad,High,Bad,False,True
6762,27/10/2005,C,Low,Bad,Average,Okay,False,False
339,28/10/2005,A,Low,Bad,Average,Intermediate,False,False
9933,06/10/2005,A,Low,Great,High,Exceptional,False,False
2219,05/10/2005,A,High,Great,Average,Exceptional,False,False
5277,30/10/2005,B,High,Exceptional,Average,Exceptional,False,True
3414,25/10/2005,B,High,Great,Average,Bad,False,False
732,09/10/2005,A,High,Intermediate,Low,Exceptional,False,False
889,27/10/2005,A,Low,Intermediate,Low,Great,True,False
6691,20/10/2005,E,High,Intermediate,Low,Intermediate,False,True
6110,19/10/2005,A,Low,Okay,High,Okay,False,True
1950,15/10/2005,D,Average,Bad,Low,Intermediate,False,False
4013,19/10/2005,E,Average,Intermediate,High,Okay,False,False
4572,16/10/2005,A,High,Great,Average,Bad,False,False
6063,03/10/2005,B,Low,Great,High,Exceptional,False,False
909,10/10/2005,A,Average,Bad,High,Great,False,False
3557,30/10/2005,C,High,Great,Average,Intermediate,False,False
3366,16/10/2005,A,Average,Okay,High,Great,False,False
1227,18/10/2005,B,Average,Exceptional,Low,Great,False,False
3077,01/10/2005,E,Low,Great,High,Intermediate,False,False
6832,10/10/2005,D,High,Okay,High,Great,True,False
8101,05/10/2005,C,High,Exceptional,Average,Great,False,False
9028,27/10/2005,E,Low,Exceptional,Low,Okay,True,False
6689,12/10/2005,E,Average,Exceptional,Low,Intermediate,False,False
9236,24/10/2005,D,High,Intermediate,High,Okay,True,False
196,28/10/2005,A,Low,Exceptional,Low,Intermediate,True,False
4538,02/10/2005,C,High,Intermediate,High,Great,True,False
2096,21/10/2005,A,Average,Intermediate,High,Great,False,False
4881,02/10/2005,C,Low,Bad,Low,Okay,True,False
8492,14/10/2005,B,Low,Exceptional,Low,Exceptional,True,True
7501,16/10/2005,B,Average,Intermediate,Average,Great,True,False
9602,06/10/2005,D,High,Bad,High,Okay,True,False
4425,28/10/2005,B,Average,Exceptional,High,Exceptional,False,True
8668,03/10/2005,A,Low,Okay,High,Exceptional,False,False
8937,22/10/2005,E,Average,Intermediate,Average,Great,True,False
7342,03/10/2005,A,High,Great,Low,Exceptional,False,False
4977,21/10/2005,A,Low,Intermediate,High,Okay,False,False
2779,15/10/2005,E,Low,Exceptional,Average,Okay,False,False
8221,23/10/2005,E,Average,Great,High,Great,False,True
4818,30/10/2005,A,Low,Intermediate,High,Great,False,False
9739,02/10/2005,B,Low,Bad,Average,Bad,False,True
6588,24/10/2005,E,Low,Bad,High,Intermediate,False,False
9797,23/10/2005,E,Low,Great,High,Intermediate,False,False
5408,07/10/2005,D,Low,Bad,Average,Bad,False,True
9250,05/10/2005,C,Low,Intermediate,Low,Intermediate,True,True
6394,21/10/2005,C,High,Great,Low,Great,False,True
1722,27/10/2005,D,Average,Bad,High,Intermediate,False,False
6573,23/10/2005,C,Average,Okay,High,Great,False,False
4341,20/10/2005,E,Average,Okay,High,Okay,False,True
8760,10/10/2005,D,Average,Intermediate,Low,Great,False,False
3644,25/10/2005,B,High,Intermediate,High,Bad,True,False
4308,18/10/2005,B,Average,Exceptional,Low,Okay,False,False
5636,02/10/2005,A,Low,Intermediate,Average,Intermediate,False,True
2177,19/10/2005,A,Average,Okay,High,Exceptional,False,False
4839,09/10/2005,E,Low,Bad,Low,Exceptional,True,False
5681,11/10/2005,E,High,Okay,Average,Bad,False,False
7488,01/10/2005,E,Low,Great,Low,Intermediate,True,False
7529,20/10/2005,E,High,Bad,Average,Intermediate,False,False
9218,21/10/2005,C,High,Bad,Low,Great,False,False
8032,17/10/2005,D,Average,Intermediate,Low,Bad,False,False
1394,18/10/2005,E,Average,Exceptional,High,Intermediate,False,False
8629,27/10/2005,E,Low,Intermediate,High,Great,False,False
3695,14/10/2005,E,High,Bad,Average,Intermediate,False,False
5605,30/10/2005,B,Average,Great,Low,Bad,False,False
6884,20/10/2005,A,Low,Great,High,Great,False,True
430,11/10/2005,E,High,Exceptional,Low,Okay,False,False
3345,24/10/2005,D,Average,Okay,High,Bad,False,False
5650,04/10/2005,B,Average,Okay,Average,Exceptional,True,False
7599,06/10/2005,C,Low,Okay,High,Bad,False,False
987,20/10/2005,A,High,Okay,Low,Okay,False,True
5664,07/10/2005,D,Average,Exceptional,High,Great,False,False
5667,11/10/2005,A,Low,Great,High,Exceptional,False,False
5763,25/10/2005,A,Low,Intermediate,Average,Okay,False,False
8944,06/10/2005,C,Low,Bad,Average,Intermediate,False,False
594,08/10/2005,A,Low,Exceptional,High,Okay,False,False
4645,12/10/2005,D,Low,Great,Average,Great,False,True
8961,18/10/2005,C,High,Bad,Average,Bad,False,True
6170,07/10/2005,A,Low,Okay,Low,Great,True,False
8042,08/10/2005,B,Average,Bad,Low,Exceptional,False,False
5830,13/10/2005,E,High,Great,High,Okay,True,False
4920,22/10/2005,A,Average,Bad,Low,Exceptional,False,False
6031,19/10/2005,A,Average,Intermediate,Average,Great,True,False
326,12/10/2005,B,Average,Exceptional,Low,Bad,False,False
5372,02/10/2005,C,Average,Intermediate,Average,Great,True,False
121,06/10/2005,D,Low,Great,High,Great,False,True
8021,18/10/2005,A,High,Bad,Low,Bad,False,True
2045,21/10/2005,E,High,Exceptional,Average,Exceptional,False,True
3706,26/10/2005,C,Low,Exceptional,Low,Intermediate,True,False
5006,30/10/2005,C,Average,Okay,Average,Intermediate,True,False
8000,26/10/2005,B,Average,Great,High,Intermediate,False,False
9307,14/10/2005,B,Average,Exceptional,Low,Okay,False,False
5987,28/10/2005,A,Average,Great,Low,Bad,False,False
2443,08/10/2005,D,Average,Exceptional,High,Bad,False,False
6144,07/10/2005,E,Low,Okay,High,Bad,False,False
587,11/10/2005,A,High,Great,Average,Intermediate,False,False
5230,04/10/2005,D,High,Intermediate,Average,Great,False,False
2398,12/10/2005,E,Low,Exceptional,Low,Exceptional,True,True
2798,05/10/2005,A,Low,Intermediate,Average,Great,False,False
