task_id,date,rater,correct_answer_3,correct_answer_5,rater_answer_3,rater_answer_5,rater_correct_3,rater_correct_5
1195,2005-06-09 00:00:00,B,Low,Great,Average,Bad,False,False
9637,2005-06-20 00:00:00,D,Average,Okay,Average,Great,True,False
7480,2005-06-21 00:00:00,C,Average,Okay,Average,Okay,True,True
5613,2005-06-16 00:00:00,D,Average,Great,Low,Intermediate,False,False
8216,2005-06-19 00:00:00,B,Low,Bad,Average,Okay,False,False
1953,2005-06-11 00:00:00,C,Low,Okay,Low,Great,True,False
2150,2005-06-15 00:00:00,D,Low,Intermediate,Average,Bad,False,False
9842,2005-06-13 00:00:00,C,Average,Great,Average,Okay,True,False
3014,2005-06-19 00:00:00,D,Average,Intermediate,Average,Intermediate,True,True
9387,2005-06-10 00:00:00,D,Low,Intermediate,Average,Okay,False,False
2464,2005-06-09 00:00:00,E,Average,Great,Average,Intermediate,True,False
3342,2005-06-16 00:00:00,A,Low,Bad,Low,Intermediate,True,False
3770,2005-06-24 00:00:00,B,Low,Bad,Low,Bad,True,True
4150,2005-06-20 00:00:00,D,Average,Great,Average,Great,True,True
3618,2005-06-11 00:00:00,E,Low,Bad,Low,Great,True,False
9445,2005-06-21 00:00:00,D,Average,Great,Average,Intermediate,True,False
8594,2005-06-28 00:00:00,D,Low,Intermediate,Low,Okay,True,False
3731,2005-06-16 00:00:00,A,Low,Great,Average,Bad,False,False
1732,2005-06-03 00:00:00,D,Average,Intermediate,Low,Great,False,False
7163,2005-06-29 00:00:00,D,Average,Bad,Low,Okay,False,False
7154,2005-06-29 00:00:00,B,Low,Okay,Average,Intermediate,False,False
5817,2005-06-26 00:00:00,C,Low,Bad,Average,Okay,False,False
9813,2005-06-27 00:00:00,B,Low,Bad,Average,Okay,False,False
6845,2005-06-27 00:00:00,A,Average,Great,Low,Intermediate,False,False
7676,2005-06-12 00:00:00,C,Low,Intermediate,Low,Intermediate,True,True
271,2005-06-24 00:00:00,A,Low,Bad,Low,Okay,True,False
8846,2005-06-23 00:00:00,D,Average,Great,Average,Bad,True,False
2424,2005-06-21 00:00:00,B,Average,Bad,Low,Great,False,False
7578,2005-06-03 00:00:00,D,Low,Bad,Low,Intermediate,True,False
7251,2005-06-15 00:00:00,A,Low,Okay,Low,Okay,True,True
4522,2005-06-24 00:00:00,A,Average,Great,Low,Great,False,True
7301,2005-06-22 00:00:00,C,Low,Okay,Average,Okay,False,True
9840,2005-06-07 00:00:00,A,Average,Bad,Average,Intermediate,True,False
2895,2005-06-16 00:00:00,C,Average,Great,Low,Intermediate,False,False
9708,2005-06-04 00:00:00,E,Average,Intermediate,Average,Bad,True,False
4404,2005-06-26 00:00:00,A,Average,Intermediate,Average,Bad,True,False
1322,2005-06-29 00:00:00,B,Low,Okay,Low,Great,True,False
7642,2005-06-01 00:00:00,B,Low,Okay,Average,Bad,False,False
8151,2005-06-22 00:00:00,A,Average,Bad,Average,Bad,True,True
9180,2005-06-28 00:00:00,E,Average,Okay,Low,Intermediate,False,False
9285,2005-06-28 00:00:00,E,Low,Great,Average,Okay,False,False
8451,2005-06-14 00:00:00,C,Average,Okay,Low,Great,False,False
4049,2005-06-29 00:00:00,D,Average,Bad,Average,Okay,True,False
8397,2005-06-12 00:00:00,E,Low,Great,Average,Great,False,True
7274,2005-06-24 00:00:00,D,Average,Okay,Average,Okay,True,True
3709,2005-06-16 00:00:00,D,Average,Intermediate,Average,Bad,True,False
8819,2005-06-03 00:00:00,A,Low,Intermediate,Low,Intermediate,True,True
9441,2005-06-03 00:00:00,E,Low,Great,Average,Intermediate,False,False
2075,2005-06-07 00:00:00,A,Average,Bad,Low,Intermediate,False,False
9349,2005-06-22 00:00:00,D,Average,Bad,Low,Okay,False,False
7539,2005-06-04 00:00:00,D,Average,Intermediate,Low,Okay,False,False
113,2005-06-12 00:00:00,C,Low,Okay,Low,Bad,True,False
1554,2005-06-03 00:00:00,A,Low,Great,Average,Bad,False,False
7310,2005-06-22 00:00:00,A,Low,Bad,Low,Okay,True,False
7095,2005-06-25 00:00:00,D,Low,Intermediate,Average,Bad,False,False
6294,2005-06-29 00:00:00,B,Low,Bad,Low,Great,True,False
4304,2005-06-25 00:00:00,D,Low,Bad,Low,Bad,True,True
9257,2005-06-13 00:00:00,A,Average,Great,Low,Intermediate,False,False
284,2005-06-02 00:00:00,E,Low,Great,Average,Bad,False,False
3757,2005-06-14 00:00:00,E,Average,Intermediate,Average,Intermediate,True,True
7990,2005-06-20 00:00:00,B,Low,Okay,Average,Bad,False,False
1237,2005-06-06 00:00:00,A,Average,Okay,Average,Intermediate,True,False
7534,2005-06-23 00:00:00,C,Average,Okay,Average,Intermediate,True,False
1492,2005-06-14 00:00:00,D,Average,Intermediate,Average,Okay,True,False
6110,2005-06-26 00:00:00,A,Average,Bad,Average,Okay,True,False
7316,2005-06-15 00:00:00,D,Average,Great,Low,Intermediate,False,False
5601,2005-06-15 00:00:00,D,Average,Intermediate,Average,Intermediate,True,True
1225,2005-06-11 00:00:00,B,Low,Intermediate,Low,Great,True,False
6375,2005-06-20 00:00:00,D,Average,Bad,Average,Great,True,False
3193,2005-06-10 00:00:00,D,Average,Bad,Average,Okay,True,False
7506,2005-06-05 00:00:00,A,Average,Okay,Low,Okay,False,True
1077,2005-06-18 00:00:00,E,Low,Great,Average,Great,False,True
9434,2005-06-04 00:00:00,B,Low,Okay,Low,Intermediate,True,False
1511,2005-06-18 00:00:00,B,Average,Okay,Average,Great,True,False
8492,2005-06-07 00:00:00,E,Average,Intermediate,Average,Okay,True,False
4851,2005-06-04 00:00:00,A,Average,Great,Average,Great,True,True
2178,2005-06-28 00:00:00,A,Average,Intermediate,Average,Bad,True,False
1332,2005-06-19 00:00:00,A,Average,Great,Average,Great,True,True
4605,2005-06-27 00:00:00,E,Low,Great,Average,Great,False,True
5215,2005-06-02 00:00:00,B,Low,Bad,Low,Intermediate,True,False
1696,2005-06-27 00:00:00,A,Average,Great,Average,Bad,True,False
8918,2005-06-01 00:00:00,D,Low,Okay,Low,Intermediate,True,False
9142,2005-06-15 00:00:00,E,Low,Great,Average,Intermediate,False,False
8847,2005-06-19 00:00:00,B,Low,Great,Low,Okay,True,False
8882,2005-06-26 00:00:00,C,Average,Okay,Low,Bad,False,False
854,2005-06-29 00:00:00,D,Average,Great,Average,Intermediate,True,False
2284,2005-06-18 00:00:00,E,Average,Bad,Average,Okay,True,False
2253,2005-06-22 00:00:00,B,Low,Bad,Low,Intermediate,True,False
4510,2005-06-15 00:00:00,C,Low,Bad,Average,Intermediate,False,False
9413,2005-06-05 00:00:00,D,Low,Great,Low,Okay,True,False
8231,2005-06-09 00:00:00,A,Low,Okay,Average,Intermediate,False,False
6246,2005-06-03 00:00:00,C,Low,Bad,Average,Okay,False,False
4197,2005-06-16 00:00:00,B,Low,Okay,Average,Intermediate,False,False
3134,2005-06-14 00:00:00,D,Average,Intermediate,Low,Great,False,False
5404,2005-06-19 00:00:00,D,Average,Great,Average,Okay,True,False
1578,2005-06-13 00:00:00,D,Low,Okay,Average,Great,False,False
2593,2005-06-16 00:00:00,A,Average,Intermediate,Low,Okay,False,False
6387,2005-06-08 00:00:00,E,Low,Okay,Average,Bad,False,False
4448,2005-06-03 00:00:00,D,Low,Great,Average,Bad,False,False
123,2005-06-25 00:00:00,C,Low,Intermediate,Low,Intermediate,True,True
3859,2005-06-20 00:00:00,B,Low,Intermediate,Average,Bad,False,False
6125,2005-06-15 00:00:00,E,Average,Great,Low,Bad,False,False
8504,2005-06-13 00:00:00,E,Low,Great,Average,Great,False,True
6843,2005-06-06 00:00:00,E,Low,Okay,Low,Okay,True,True
1434,2005-06-08 00:00:00,C,Average,Okay,Low,Bad,False,False
4559,2005-06-02 00:00:00,B,Low,Okay,Low,Intermediate,True,False
1404,2005-06-27 00:00:00,C,Low,Bad,Low,Bad,True,True
6389,2005-06-09 00:00:00,C,Low,Bad,Average,Intermediate,False,False
4694,2005-06-19 00:00:00,C,Average,Okay,Low,Okay,False,True
9681,2005-06-03 00:00:00,A,Average,Great,Average,Intermediate,True,False
8486,2005-06-19 00:00:00,C,Average,Great,Average,Okay,True,False
4390,2005-06-11 00:00:00,E,Low,Bad,Low,Okay,True,False
1012,2005-06-14 00:00:00,D,Average,Great,Average,Bad,True,False
4403,2005-06-13 00:00:00,E,Low,Great,Low,Great,True,True
2573,2005-06-20 00:00:00,D,Average,Great,Low,Great,False,True
564,2005-06-01 00:00:00,E,Average,Intermediate,Average,Bad,True,False
5514,2005-06-01 00:00:00,B,Average,Okay,Average,Bad,True,False
4491,2005-06-07 00:00:00,C,Average,Okay,Average,Intermediate,True,False
1896,2005-06-29 00:00:00,A,Average,Bad,Low,Okay,False,False
3019,2005-06-16 00:00:00,C,Average,Bad,Average,Okay,True,False
9893,2005-06-04 00:00:00,A,Low,Great,Average,Bad,False,False
2984,2005-06-01 00:00:00,C,Low,Bad,Average,Intermediate,False,False
5105,2005-06-06 00:00:00,B,Average,Great,Low,Great,False,True
3979,2005-06-01 00:00:00,D,Low,Intermediate,Average,Okay,False,False
6568,2005-06-23 00:00:00,B,Average,Bad,Average,Bad,True,True
1178,2005-06-08 00:00:00,B,Average,Bad,Average,Okay,True,False
449,2005-06-15 00:00:00,A,Average,Bad,Average,Bad,True,True
8210,2005-06-09 00:00:00,E,Low,Intermediate,Average,Okay,False,False
6481,2005-06-15 00:00:00,B,Low,Bad,Average,Bad,False,True
6231,2005-06-23 00:00:00,E,Low,Intermediate,Low,Bad,True,False
9837,2005-06-18 00:00:00,C,Average,Great,Low,Great,False,True
7567,2005-06-22 00:00:00,C,Low,Intermediate,Average,Okay,False,False
5998,2005-06-15 00:00:00,E,Average,Okay,Average,Bad,True,False
5558,2005-06-28 00:00:00,B,Low,Intermediate,Average,Great,False,False
8963,2005-06-06 00:00:00,A,Low,Bad,Low,Intermediate,True,False
2334,2005-06-23 00:00:00,E,Low,Okay,Average,Okay,False,True
4839,2005-06-18 00:00:00,E,Low,Bad,Low,Intermediate,True,False
2314,2005-06-21 00:00:00,E,Average,Great,Low,Okay,False,False
163,2005-06-14 00:00:00,E,Low,Intermediate,Average,Bad,False,False
4216,2005-06-06 00:00:00,C,Average,Intermediate,Average,Intermediate,True,True
5219,2005-06-06 00:00:00,B,Average,Great,Average,Okay,True,False
3142,2005-06-05 00:00:00,C,Low,Bad,Low,Okay,True,False
2634,2005-06-08 00:00:00,D,Low,Intermediate,Average,Intermediate,False,True
3940,2005-06-20 00:00:00,E,Average,Great,Low,Bad,False,False
6695,2005-06-25 00:00:00,D,Average,Intermediate,Average,Bad,True,False
1560,2005-06-22 00:00:00,E,Average,Bad,Average,Okay,True,False
1959,2005-06-11 00:00:00,B,Low,Great,Low,Bad,True,False
7252,2005-06-21 00:00:00,E,Average,Intermediate,Low,Great,False,False
5751,2005-06-26 00:00:00,E,Low,Bad,Average,Okay,False,False
59,2005-06-28 00:00:00,A,Low,Intermediate,Average,Bad,False,False
4721,2005-06-18 00:00:00,C,Average,Bad,Average,Great,True,False
8954,2005-06-23 00:00:00,A,Average,Intermediate,Low,Great,False,False
7703,2005-06-22 00:00:00,C,Average,Okay,Average,Okay,True,True
7696,2005-06-13 00:00:00,A,Average,Bad,Low,Bad,False,True
1147,2005-06-18 00:00:00,A,Low,Bad,Average,Okay,False,False
3157,2005-06-26 00:00:00,B,Average,Bad,Low,Okay,False,False
3109,2005-06-10 00:00:00,A,Average,Great,Average,Intermediate,True,False
7618,2005-06-16 00:00:00,C,Low,Great,Low,Okay,True,False
4962,2005-06-27 00:00:00,A,Low,Great,Low,Great,True,True
5982,2005-06-27 00:00:00,D,Low,Okay,Low,Bad,True,False
2366,2005-06-01 00:00:00,A,Low,Bad,Average,Okay,False,False
8127,2005-06-26 00:00:00,D,Low,Intermediate,Average,Okay,False,False
6584,2005-06-28 00:00:00,C,Average,Bad,Low,Great,False,False
4958,2005-06-29 00:00:00,B,Low,Great,Average,Intermediate,False,False
1644,2005-06-13 00:00:00,C,Average,Intermediate,Average,Bad,True,False
697,2005-06-29 00:00:00,B,Low,Intermediate,Low,Bad,True,False
8234,2005-06-19 00:00:00,E,Low,Okay,Average,Bad,False,False
659,2005-06-24 00:00:00,E,Average,Intermediate,Average,Intermediate,True,True
3177,2005-06-15 00:00:00,C,Low,Bad,Low,Okay,True,False
1675,2005-06-15 00:00:00,C,Average,Great,Low,Great,False,True
1010,2005-06-09 00:00:00,A,Average,Intermediate,Average,Intermediate,True,True
4574,2005-06-15 00:00:00,C,Average,Okay,Low,Bad,False,False
7223,2005-06-08 00:00:00,B,Average,Bad,Average,Great,True,False
2933,2005-06-12 00:00:00,E,Low,Okay,Low,Okay,True,True
5428,2005-06-19 00:00:00,C,Low,Intermediate,Average,Great,False,False
7602,2005-06-23 00:00:00,B,Average,Okay,Average,Great,True,False
7165,2005-06-17 00:00:00,B,Average,Great,Average,Intermediate,True,False
7283,2005-06-05 00:00:00,B,Average,Bad,Average,Intermediate,True,False
9235,2005-06-20 00:00:00,B,Low,Great,Low,Bad,True,False
2693,2005-06-21 00:00:00,A,Low,Bad,Average,Bad,False,True
6302,2005-06-11 00:00:00,A,Low,Great,Low,Intermediate,True,False
3383,2005-06-15 00:00:00,D,Average,Okay,Average,Great,True,False
5961,2005-06-05 00:00:00,E,Average,Intermediate,Low,Intermediate,False,True
3073,2005-06-29 00:00:00,D,Low,Intermediate,Average,Okay,False,False
5065,2005-06-18 00:00:00,D,Average,Bad,Average,Intermediate,True,False
6591,2005-06-28 00:00:00,D,Average,Bad,Average,Great,True,False
5064,2005-06-20 00:00:00,D,Low,Intermediate,Low,Great,True,False
2307,2005-06-27 00:00:00,E,Average,Okay,Average,Okay,True,True
9834,2005-06-25 00:00:00,B,Average,Intermediate,Low,Bad,False,False
3432,2005-06-09 00:00:00,C,Low,Intermediate,Average,Bad,False,False
7719,2005-06-08 00:00:00,D,Average,Intermediate,Low,Okay,False,False
2633,2005-06-23 00:00:00,C,Low,Intermediate,Average,Intermediate,False,True
7471,2005-06-05 00:00:00,C,Low,Great,Average,Great,False,True
3693,2005-06-13 00:00:00,B,Low,Bad,Low,Bad,True,True
9790,2005-06-24 00:00:00,C,Average,Intermediate,Low,Intermediate,False,True
9547,2005-06-17 00:00:00,B,Average,Intermediate,Average,Okay,True,False
1503,2005-06-18 00:00:00,B,Average,Okay,Average,Okay,True,True
4719,2005-06-07 00:00:00,B,Low,Bad,Low,Intermediate,True,False
9038,2005-06-17 00:00:00,C,Low,Bad,Average,Okay,False,False
7328,2005-06-18 00:00:00,A,Average,Bad,Low,Okay,False,False
7185,2005-06-27 00:00:00,E,Low,Okay,Low,Intermediate,True,False
8042,2005-06-18 00:00:00,A,Low,Great,Low,Intermediate,True,False
3562,2005-06-17 00:00:00,A,Average,Great,Low,Great,False,True
3023,2005-06-13 00:00:00,D,Low,Okay,Low,Intermediate,True,False
7596,2005-06-01 00:00:00,E,Average,Okay,Low,Okay,False,True
6314,2005-06-01 00:00:00,B,Average,Bad,Low,Great,False,False
2089,2005-06-07 00:00:00,D,Average,Bad,Low,Great,False,False
9967,2005-06-05 00:00:00,D,Average,Okay,Average,Great,True,False
9308,2005-06-10 00:00:00,E,Average,Bad,Average,Intermediate,True,False
9779,2005-06-15 00:00:00,B,Average,Bad,Average,Great,True,False
5369,2005-06-04 00:00:00,B,Low,Okay,Average,Intermediate,False,False
3458,2005-06-15 00:00:00,E,Low,Great,Low,Great,True,True
8917,2005-06-14 00:00:00,C,Low,Okay,Low,Bad,True,False
7551,2005-06-23 00:00:00,A,Average,Intermediate,Low,Intermediate,False,True
4062,2005-06-06 00:00:00,C,Average,Intermediate,Average,Okay,True,False
3408,2005-06-04 00:00:00,E,Low,Great,Low,Intermediate,True,False
2730,2005-06-06 00:00:00,E,Low,Great,Average,Bad,False,False
9102,2005-06-27 00:00:00,C,Average,Bad,Low,Great,False,False
4513,2005-06-26 00:00:00,A,Low,Great,Low,Okay,True,False
1254,2005-06-20 00:00:00,A,Low,Intermediate,Low,Intermediate,True,True
9642,2005-06-08 00:00:00,A,Low,Bad,Low,Great,True,False
3607,2005-06-12 00:00:00,A,Low,Bad,Average,Great,False,False
5879,2005-06-15 00:00:00,E,Low,Great,Low,Intermediate,True,False
7907,2005-06-26 00:00:00,D,Low,Okay,Average,Intermediate,False,False
8440,2005-06-03 00:00:00,C,Low,Okay,Average,Intermediate,False,False
6442,2005-06-14 00:00:00,B,Low,Okay,Average,Intermediate,False,False
2513,2005-06-28 00:00:00,C,Low,Okay,Average,Intermediate,False,False
4867,2005-06-27 00:00:00,A,Low,Bad,Average,Bad,False,True
6577,2005-06-18 00:00:00,A,Average,Great,Low,Intermediate,False,False
7442,2005-06-07 00:00:00,E,Average,Okay,Average,Intermediate,True,False
5102,2005-06-19 00:00:00,B,Average,Okay,Low,Intermediate,False,False
3333,2005-06-20 00:00:00,C,Low,Okay,Average,Great,False,False
922,2005-06-13 00:00:00,C,Low,Bad,Average,Intermediate,False,False
2029,2005-06-17 00:00:00,E,Average,Intermediate,Average,Great,True,False
3712,2005-06-23 00:00:00,A,Low,Bad,Low,Great,True,False
4679,2005-06-23 00:00:00,D,Average,Bad,Average,Intermediate,True,False
721,2005-06-10 00:00:00,E,Low,Great,Low,Okay,True,False
159,2005-06-04 00:00:00,B,Average,Okay,Low,Great,False,False
1080,2005-06-18 00:00:00,A,Average,Great,Low,Bad,False,False
6566,2005-06-06 00:00:00,B,Average,Intermediate,Average,Bad,True,False
7326,2005-06-03 00:00:00,E,Low,Bad,Low,Okay,True,False
7745,2005-06-21 00:00:00,A,Average,Intermediate,Average,Great,True,False
882,2005-06-04 00:00:00,B,Average,Bad,Low,Intermediate,False,False
3945,2005-06-02 00:00:00,E,Low,Intermediate,Low,Intermediate,True,True
3697,2005-06-29 00:00:00,A,Low,Intermediate,Average,Intermediate,False,True
2004,2005-06-08 00:00:00,B,Average,Okay,Low,Intermediate,False,False
5244,2005-06-23 00:00:00,C,Low,Great,Low,Intermediate,True,False
124,2005-06-03 00:00:00,C,Average,Great,Low,Bad,False,False
347,2005-06-22 00:00:00,C,Low,Bad,Low,Great,True,False
5086,2005-06-18 00:00:00,C,Low,Intermediate,Average,Bad,False,False
4439,2005-06-13 00:00:00,C,Low,Bad,Low,Bad,True,True
5267,2005-06-01 00:00:00,A,Average,Intermediate,Average,Intermediate,True,True
6911,2005-06-11 00:00:00,B,Average,Great,Low,Okay,False,False
2394,2005-06-15 00:00:00,C,Low,Great,Average,Okay,False,False
9295,2005-06-23 00:00:00,C,Average,Great,Low,Great,False,True
4476,2005-06-03 00:00:00,E,Low,Great,Average,Intermediate,False,False
6013,2005-06-13 00:00:00,C,Low,Intermediate,Average,Bad,False,False
9716,2005-06-08 00:00:00,C,Average,Okay,Low,Great,False,False
970,2005-06-28 00:00:00,A,Low,Bad,Low,Intermediate,True,False
1366,2005-06-09 00:00:00,D,Average,Okay,Average,Great,True,False
9864,2005-06-21 00:00:00,A,Average,Okay,Average,Bad,True,False
7927,2005-06-15 00:00:00,A,Average,Great,Average,Intermediate,True,False
2341,2005-06-28 00:00:00,D,Low,Bad,Low,Okay,True,False
9179,2005-06-05 00:00:00,E,Low,Okay,Average,Intermediate,False,False
426,2005-06-10 00:00:00,A,Low,Bad,Low,Okay,True,False
4188,2005-06-27 00:00:00,A,Average,Intermediate,Average,Okay,True,False
9386,2005-06-21 00:00:00,A,Average,Great,Average,Great,True,True
7557,2005-06-27 00:00:00,D,Average,Bad,Average,Bad,True,True
642,2005-06-15 00:00:00,D,Average,Bad,Low,Okay,False,False
6981,2005-06-26 00:00:00,C,Average,Bad,Low,Bad,False,True
6885,2005-06-25 00:00:00,E,Low,Okay,Low,Intermediate,True,False
8793,2005-06-07 00:00:00,C,Average,Bad,Average,Okay,True,False
4783,2005-06-17 00:00:00,B,Average,Intermediate,Low,Great,False,False
6862,2005-06-14 00:00:00,D,Low,Bad,Average,Bad,False,True
9494,2005-06-21 00:00:00,E,Low,Okay,Average,Intermediate,False,False
7430,2005-06-21 00:00:00,C,Low,Okay,Average,Okay,False,True
132,2005-06-29 00:00:00,D,Average,Intermediate,Average,Intermediate,True,True
8357,2005-06-29 00:00:00,E,Low,Great,Low,Okay,True,False
8227,2005-06-28 00:00:00,D,Average,Great,Average,Intermediate,True,False
6115,2005-06-14 00:00:00,D,Low,Okay,Average,Bad,False,False
3056,2005-06-16 00:00:00,B,Average,Bad,Average,Okay,True,False
3606,2005-06-02 00:00:00,C,Average,Intermediate,Average,Great,True,False
8989,2005-06-03 00:00:00,D,Low,Bad,Average,Intermediate,False,False
2753,2005-06-05 00:00:00,C,Low,Intermediate,Average,Okay,False,False
7141,2005-06-13 00:00:00,E,Low,Great,Average,Okay,False,False
8263,2005-06-12 00:00:00,B,Average,Great,Low,Bad,False,False
335,2005-06-05 00:00:00,B,Average,Okay,Average,Bad,True,False
2135,2005-06-05 00:00:00,B,Average,Okay,Average,Okay,True,True
7143,2005-06-14 00:00:00,D,Low,Intermediate,Average,Intermediate,False,True
109,2005-06-08 00:00:00,A,Low,Okay,Low,Great,True,False
956,2005-06-15 00:00:00,A,Low,Bad,Average,Intermediate,False,False
6775,2005-06-21 00:00:00,A,Average,Okay,Low,Great,False,False
1720,2005-06-27 00:00:00,B,Low,Intermediate,Low,Great,True,False
1071,2005-06-22 00:00:00,D,Average,Bad,Low,Great,False,False
9219,2005-06-19 00:00:00,E,Average,Great,Low,Okay,False,False
2213,2005-06-20 00:00:00,C,Average,Great,Average,Intermediate,True,False
6249,2005-06-09 00:00:00,A,Low,Okay,Average,Great,False,False
8723,2005-06-19 00:00:00,E,Average,Intermediate,Average,Great,True,False
4684,2005-06-11 00:00:00,E,Average,Okay,Low,Okay,False,True
2741,2005-06-17 00:00:00,E,Average,Great,Low,Intermediate,False,False
8532,2005-06-11 00:00:00,E,Low,Intermediate,Average,Bad,False,False
4113,2005-06-13 00:00:00,D,Average,Okay,Average,Great,True,False
9890,2005-06-28 00:00:00,E,Average,Okay,Low,Bad,False,False
2024,2005-06-07 00:00:00,C,Average,Bad,Low,Bad,False,True
4735,2005-06-26 00:00:00,E,Low,Bad,Average,Great,False,False
3412,2005-06-06 00:00:00,B,Low,Bad,Average,Great,False,False
6438,2005-06-10 00:00:00,A,Average,Great,Low,Great,False,True
1085,2005-06-27 00:00:00,D,Average,Okay,Average,Intermediate,True,False
3986,2005-06-13 00:00:00,B,Average,Okay,Low,Okay,False,True
5362,2005-06-11 00:00:00,D,Average,Bad,Average,Great,True,False
3552,2005-06-15 00:00:00,C,Low,Intermediate,Average,Great,False,False
7574,2005-06-17 00:00:00,E,Average,Bad,Average,Bad,True,True
3892,2005-06-16 00:00:00,E,Low,Bad,Low,Bad,True,True
5033,2005-06-12 00:00:00,C,Low,Okay,Low,Intermediate,True,False
6303,2005-06-01 00:00:00,B,Low,Bad,Average,Bad,False,True
7242,2005-06-19 00:00:00,D,Low,Great,Average,Bad,False,False
6976,2005-06-04 00:00:00,B,Low,Okay,Average,Great,False,False
9756,2005-06-24 00:00:00,D,Average,Intermediate,Average,Bad,True,False
8546,2005-06-13 00:00:00,D,Low,Okay,Average,Okay,False,True
8072,2005-06-22 00:00:00,A,Average,Great,Average,Great,True,True
1375,2005-06-14 00:00:00,D,Low,Great,Low,Great,True,True
946,2005-06-18 00:00:00,B,Low,Intermediate,Low,Intermediate,True,True
5962,2005-06-16 00:00:00,C,Average,Okay,Average,Intermediate,True,False
1895,2005-06-16 00:00:00,D,Low,Okay,Average,Okay,False,True
6197,2005-06-03 00:00:00,C,Low,Okay,Average,Bad,False,False
6334,2005-06-02 00:00:00,A,Low,Great,Low,Great,True,True
1460,2005-06-12 00:00:00,D,Low,Great,Low,Intermediate,True,False
7179,2005-06-18 00:00:00,A,Average,Intermediate,Average,Great,True,False
2685,2005-06-05 00:00:00,C,Low,Great,Average,Intermediate,False,False
8560,2005-06-02 00:00:00,B,Low,Bad,Average,Great,False,False
3747,2005-06-14 00:00:00,C,Low,Okay,Average,Great,False,False
3593,2005-06-22 00:00:00,C,Average,Great,Low,Intermediate,False,False
5276,2005-06-06 00:00:00,C,Low,Bad,Average,Bad,False,True
1879,2005-06-27 00:00:00,E,Low,Great,Low,Great,True,True
4853,2005-06-06 00:00:00,A,Low,Great,Low,Okay,True,False
3827,2005-06-03 00:00:00,C,Average,Great,Low,Intermediate,False,False
5693,2005-06-18 00:00:00,A,Average,Bad,Average,Great,True,False
2474,2005-06-06 00:00:00,B,Low,Bad,Average,Bad,False,True
8264,2005-06-13 00:00:00,A,Low,Bad,Low,Intermediate,True,False
2491,2005-06-10 00:00:00,D,Average,Intermediate,Average,Intermediate,True,True
3879,2005-06-07 00:00:00,D,Average,Great,Average,Intermediate,True,False
2350,2005-06-09 00:00:00,E,Low,Okay,Low,Bad,True,False
500,2005-06-12 00:00:00,D,Low,Great,Low,Okay,True,False
8681,2005-06-22 00:00:00,A,Average,Okay,Low,Intermediate,False,False
8950,2005-06-12 00:00:00,E,Low,Intermediate,Average,Bad,False,False
6205,2005-06-17 00:00:00,B,Low,Bad,Average,Great,False,False
3038,2005-06-04 00:00:00,A,Low,Okay,Low,Great,True,False
2782,2005-06-08 00:00:00,E,Low,Intermediate,Low,Bad,True,False
1776,2005-06-13 00:00:00,D,Low,Great,Low,Great,True,True
9055,2005-06-27 00:00:00,D,Average,Great,Average,Okay,True,False
1782,2005-06-05 00:00:00,B,Low,Bad,Low,Great,True,False
6009,2005-06-15 00:00:00,B,Average,Okay,Average,Great,True,False
7700,2005-06-26 00:00:00,E,Low,Intermediate,Average,Okay,False,False
502,2005-06-14 00:00:00,E,Low,Okay,Average,Okay,False,True
9483,2005-06-28 00:00:00,E,Average,Intermediate,Low,Okay,False,False
3438,2005-06-13 00:00:00,E,Low,Great,Low,Bad,True,False
3447,2005-06-29 00:00:00,D,Low,Okay,Low,Intermediate,True,False
4377,2005-06-20 00:00:00,D,Average,Great,Low,Intermediate,False,False
7963,2005-06-18 00:00:00,C,Low,Great,Low,Okay,True,False
9996,2005-06-27 00:00:00,D,Average,Okay,Low,Intermediate,False,False
1295,2005-06-01 00:00:00,D,Average,Okay,Average,Okay,True,True
6101,2005-06-05 00:00:00,C,Low,Bad,Low,Okay,True,False
9979,2005-06-23 00:00:00,D,Low,Great,Average,Bad,False,False
5392,2005-06-18 00:00:00,E,Average,Bad,Average,Okay,True,False
6162,2005-06-06 00:00:00,D,Low,Bad,Low,Intermediate,True,False
246,2005-06-21 00:00:00,B,Average,Intermediate,Low,Intermediate,False,True
6586,2005-06-28 00:00:00,A,Low,Bad,Average,Intermediate,False,False
8396,2005-06-25 00:00:00,D,Average,Okay,Average,Bad,True,False
1182,2005-06-07 00:00:00,D,Average,Bad,Average,Okay,True,False
7555,2005-06-02 00:00:00,E,Low,Intermediate,Average,Okay,False,False
665,2005-06-04 00:00:00,B,Average,Bad,Average,Great,True,False
5411,2005-06-05 00:00:00,C,Low,Great,Average,Bad,False,False
7196,2005-06-01 00:00:00,C,Low,Bad,Average,Intermediate,False,False
3011,2005-06-23 00:00:00,B,Low,Intermediate,Average,Okay,False,False
1449,2005-06-15 00:00:00,C,Average,Intermediate,Average,Intermediate,True,True
1660,2005-06-20 00:00:00,D,Low,Intermediate,Average,Great,False,False
4299,2005-06-03 00:00:00,E,Average,Great,Average,Intermediate,True,False
5556,2005-06-20 00:00:00,E,Average,Okay,Low,Intermediate,False,False
4703,2005-06-24 00:00:00,B,Average,Great,Low,Great,False,True
683,2005-06-18 00:00:00,D,Low,Great,Low,Okay,True,False
6259,2005-06-13 00:00:00,E,Low,Okay,Low,Intermediate,True,False
331,2005-06-17 00:00:00,D,Average,Okay,Low,Great,False,False
